,name,description,country,year,genre
118,Аманат,"Фильм повествует о любви сына Шамиля Джамалутдина и Лизы Олениной на фоне драматических событий военной истории России первой половины XIX века. Джамалутдин вошёл в историю как «великий заложник», и фильм — это попытка ответить на вопрос: заложник большой политики или большой любви. Исторический контекст заката Николаевской эпохи, на фоне которого разворачивается история о любви и предательстве, чести и долге, служении отчизне и верности данному слову станет ключевым для фильма.",Россия,2022,"биография, военный фильм, драма, исторический фильм"
119,Белый снег,"Фильм повествует о том, как маленькая девочка Лена из Магадана, преодолев все испытания, достигла высочайших успехов в спорте, а также о реальных событиях, произошедших в 1997 году на чемпионате мира по лыжным видам спорта в Норвегии, когда впервые в истории лыжных гонок российская лыжница Елена Вяльбе завоевала пять золотых медалей из пяти возможных.",Россия,2020,"драма, спортивный фильм"
120,Домовой,"В обычном и суетливом городе Москва есть необычный Дом, обросший сотнями тайн и загадок. В этом доме есть странная квартира, в которой еще надолго не задержался ни один жилец...И лишь тогда, когда в эту «милую» квартиру заезжает самостоятельная мама с очаровательной 8-летней дочерью Алиной, новые жильцы узнают, что жилплощадь их – непростая, а живет в ней самый настоящий Домовой.Только вот хранитель очага уже давно обиделся на весь род человеческий и сделает все вообразимые гадости, только бы остаться одному в злополучной квартире. Но всё меняется, когда Домовому бросает вызов злая колдунья...",Россия,2019,"комедия, семейное кино, фэнтези"
121,Время первых,"Две сверхдержавы, СССР и США, бьются за первенство в космической гонке. Пока СССР впереди, на очереди — выход человека в открытый космос. За две недели до старта взрывается тестовый корабль. Времени на выявление причин нет. И пусть риски огромны, космонавты должны лететь. Опытный военный летчик Павел Беляев и его напарник Алексей Леонов, необстрелянный и горячий, мечтающий о подвиге, — два человека, готовые шагнуть в бездну. Но никто не мог даже предположить всего, с чем им предстояло столкнуться в полете. В этой миссии все пошло не так…Настоящая история безграничного мужества!",Россия,2017,"драма, исторический фильм"
122,Подольские курсанты,"Фильм о подвиге подольских курсантов в октябре 1941 года под Москвой.Курсанты подольских артиллерийского и пехотного училищ получают приказ занять оборону на Ильинском рубеже и сдерживать совместно с регулярными частями 43-й армии фашистских захватчиков, пока не подойдет подкрепление. Вчерашние мальчишки, погибая, помогают сдерживать многократно превышающие силы немцев и на двенадцать дней становятся преградой на пути врага к Москве…Картина не только о войне, картина о любви, настоящей дружбе и о том, как мальчики становятся настоящими мужчинами.На последний рубеж перед Москвой были направлены около трех с половиной тысяч курсантов двух подольских училищ и их командиров… Большинство из них остались на рубеже навсегда.",Россия,2020,"военный фильм, драма, исторический фильм"
123,Если бы да кабы,"Почему умирает любовь? Почему раньше тебе казалось, что ты встретила Его, «единственного и неповторимого», а сейчас ты не вспомнишь день своего первого свидания? Почему, думая о прошлом, ты считаешь, что совершила ошибку, и грустно вздыхаешь: вот если бы…35-летней Екатерине Колесниковой кажется, что жизнь не задалась: вместо Миланского подиума – фабрика по пошиву спецодежды. А некогда яркий и талантливый муж-музыкант превратился в унылого аудитора? И… Судьба дает Кате шанс вернуться на 17 лет назад и попытаться изменить свою жизнь. Но сделает ли это ее счастливой?",Украина,2016,"комедия, мелодрама"
124,Муж по вызову,"Застав своего мужа с любовницей, 40-летняя Инна выставила неверного супруга за дверь. В это же время к ее соседке Римме, живущей этажом выше, из деревни приехала сестра Алевтина. Она твердо намерена найти себе в городе мужа. Римма подает идею вызвать мужчину из службы «Муж на час» и специально ломает кран у себя в ванной. К счастью, слесарь по имени Андрей приезжает почти сразу и быстро укрощает бытовую стихию. Однако и сам оказывается ее жертвой: на нем не остается ни одной сухой вещи. Римма и Алевтина только рады раздеть симпатичного мужчину, обсушить и согреть рюмкой домашней наливочки. Но в этот момент с работы возвращается муж Риммы Аркаша, а он не из тех, кому легко объяснить, почему в его доме голый мокрый мужчина. В результате Андрей оказывается на балконе в одних трусах…",Россия,2015,"комедия, мелодрама"
125,Окно в Париж,"Главный герой фильма Чижов - учитель музыки, проживающий в питерской коммуналке, всю жизнь мечтал попасть в свободный западный мир. И вот его мечта сбывается. После изрядного подпития соседи находят в пустующей и захламленной комнате, где когда-то жила странная старуха, окно в Париж, прямо на левый берег Сены. Сказочный сюжет наводит на мысли о том, насколько далека еще Россия от хорошей жизни. При этом не утверждается, что она плоха. Фильм стал знаковым для своего времени, войдя в историю мирового кинематографа как культовое кино интеллектуального режиссера-сатирика.","Россия, Франция",1993,"комедия, приключения, фэнтези"
126,Змеиный источник,"Провинциальный городок, куда приезжает на практику студентка педагогического института Дина, парализован страхом. Серия загадочных убийств внешне похожих друг на друга девушек заставляет жителей думать, что в городе орудует настоящий маньяк.",Россия,1997,"мистика, триллер"
127,Смертельные иллюзии,"Знаменитые иллюзионисты братья Романовы представляют публике свое грандиозное шоу, после которого собираются закончить совместные выступления из-за накопившихся взаимных претензий. В первом же номере с исчезновением ассистентки из заполненного водой аквариума что-то идет не так — она не появляется в положенном месте. Тут же в сценических наушниках братьев голос неизвестного говорит, что девушка находится у него. А ещё он изменил принцип работы сложных механизмов для трюков. И теперь они представляют угрозу для жизни братьев. Но если шоу не продолжится, ""голос"" убьет ассистентку... Любимую девушку одного из братьев.",Россия,2020,триллер
128,Вор,"Осенью 1952 года шестилетний Санька и его молодая мама знакомятся в поезде с красавцем военным по имени Толян. Катя влюбляется в Толяна, и все вместе они начинают жить одной семьей. Но на поверку этот бравый и обаятельный офицер оказывается вовсе не отставным военным, а профессиональным вором...","Россия, Франция",1997,"драма, исторический фильм"
129,Побег,"Евгений Ветров, преуспевающий кардиохирург, - абсолютно счастливый человек. Каждое утро он с радостью идет на работу – его обожают сотрудники, боготворят спасенные пациенты, уважает руководство. Каждый вечер после работы он спешит домой, где его ждет красавица-жена, любимая и любящая.В день подписания важнейшего контракта с американскими инвесторами о создании нового медицинского центра погибает жена Ветрова. Ее находят задушенной в их квартире. Ветров становится главным подозреваемым. Под давлением бесспорных улик его быстро осуждают и приговаривают к длительному заключению в колонии строгого режима.Но по дороге в Сибирь Евгению удается совершить побег. Ветров принимает решение вернуться в Москву, чтобы провести собственное расследование и найти настоящего убийцу.",Россия,2005,"боевик, приключения, триллер"
130,Принцесса на бобах,"Бизнесмен Дима Пупков решает с помощью фиктивного брака поменять свою неблагозвучную фамилию на более изысканную. Героя знакомят с посудомойкой Ниной, которая принадлежит к роду Шереметьевых. Женщина с трудом перебивается на нескольких работах и, как кажется Диме, легко согласится на выгодное предложение. Однако оказалось, что ""купить"" ее невозможно. Постепенно чувства становятся важнее задуманной сделки - и полуфарсовая ситуация развивается в историю любви о современной Золушке.","Украина, Россия",1997,"комедия, мелодрама"
131,Живой,"Солдат Кир возвращается с чеченской войны - без ступни и без друзей, оставшихся на поле боя. Он испытывает чувство вины за гибель товарищей, которые помогли ему выбраться из жестокой переделки. ""Гражданка"" встречает Кира равнодушием и коррупцией в лице начальника финансового отдела, оставившего солдата без положенных ""боевых"". В пылу ссоры Кир убивает жулика-офицера, в панике бежит с места преступления и попадает под машину, в которой оказываются его ""погибшие"" сослуживцы...",Россия,2006,"драма, мистика"
132,Лучший друг моего мужа,"По мотивам повести Ганны Слуцки ""Лабух"".Спокойная жизнь жизнь Бориса заканчивается, когда дочь Даша приводит знакомиться с родителями своего будущего мужа Алешу. В женихе он узнает музыканта из ресторана своей любовницы. Борис не хочет быть разоблаченным, а попытка договориться с Алешей о мужской солидарности терпит фиаско.",Россия,2009,мелодрама
133,На море,"Комедия в духе Бунюэля. Три супружеских пары с детьми снимают коттедж на берегу моря, чтобы провести отпуск на пляже. Однако обстоятельства не позволяют им не то что искупаться, а даже одним глазком увидеть море.",Россия,2008,комедия
134,Три дня на любовь,"У 20-летней Марии Петровой тяжелый недуг сердца, в любой момент способный лишить ее жизни. Родители все время опекают девушку. Им удается договориться об операции у известного кардиохирурга, талантливого Аркадия Маркова. Шансов выжить после вмешательства мало, но этот доктор – их последняя надежда.За несколько дней до операции Маша вырывается из-под отеческой опеки и едет отдохнуть в приморский город к давнему другу. В самолете она знакомится с Аркадием, который тоже решил провести три дня на побережье...",Россия,2018,мелодрама
135,Отец поневоле,"Над Катериной на корпоративной вечеринке нехорошо подшутила соперница. В результате, проснувшись утром, Катерина не может вспомнить ничего, а судя по следам, оставшимся в квартире, ночь она провела с мужчиной. Вот только с каким? Более того, она обнаруживает, что беременна. А тут еще шеф, который не может обойтись без нее. Ради ее помощи он готов даже приезжать с документами к ней домой, чтобы подготовить крупный международный контракт.",Россия,2013,"комедия, мелодрама"
136,"Снежная любовь, или Сон в зимнюю ночь","Современная новогодняя сказка о любви, полная жизненных перипетий, доброй иронии и юмора, в стиле всеми любимой комедии ""Ирония судьбы, или С легким паром!""Главные герои - Он и Она. Она - известный журналист, 35 лет, не замужем, имеет 9-летнюю дочь... Он - блестящий хоккеист, уехал по приглашению играть в Канаду 10 лет назад, теперь вернулся... История начинается в канун Нового года...",Украина,2003,мелодрама
137,Московские тайны - 2. Семь сестёр,"""Московские тайны"" – цикл фильмов про следователя Вяземскую.""Семь сестёр"" - второй фильм цикла.В прошлом прима советского балета, а ныне пожилая одинокая женщина найдена убитой у себя дома, в высотке на Котельнической набережной. Из квартиры ничего не пропало, дверь не взломана, а на оконном стекле проступают начертанные пальцами мольбы о помощи. И пока Настя Вяземская ищет корыстный мотив для этого преступления, еще один человек становится жертвой неуловимого убийцы. А вскоре выяснится, что нечто странное происходит и в остальных московских высотках. Недаром так называемые «семь сестер» связаны между собой загадочной нитью, и Насте нужно распутать эту нить до конца...",Россия,2018,"детектив, криминальный фильм"
138,"Операция ""С Новым годом!""","В канун Нового года в отделение травмы при разных обстоятельствах попадают несколько человек, включая генерала. С травмой половых органов и с вывихнутой челюстью привозят бизнесмена, благодаря которому в больнице появляются шикарная выпивка и закуска. Из женского отделения приглашаются травмированные дамы, на территории выкапывается и наряжается ёлка, появляется милиционер с задержанным, проглотившим медаль блюстителя закона...",Россия,1996,комедия
139,Я иду тебя искать-2. За закрытыми дверями,"Мила Пятница, без пяти минут выпускница юридической академии, попадает на практику в Управление МВД. Вместе с Максимом Швецом, опытным следователем, она расследует необычные дела, зацепки для которых часто находятся в архиве.В одной из квартир дома, попавшего под снос, несколько дней никто не отвечает на звонки. Вскрыв дверь, обнаруживают труп пожилой женщины — отравление лекарственными препаратами. Все вроде бы говорит в пользу версии о самоубийстве, но Мила вновь видит причину в прошлом: когда-то в этом же доме уже случилось убийство.Мила найдет в архиве это дело и откроет давно закрытую дверь, за которой скрываются чужие секреты. Впрочем, одна из множества тайн, которые хранит архив, возможно, связана также с семьей Милы.",Россия,2021,детектив
140,Радости и печали маленького лорда,"По повести Фрэнсис Элизы Бернетт ""Маленький лорд Фаунтлерой"".Маленький американский городок позапрошлого века. Седрик - восьмилетний мальчик, сын скромной учительницы музыки. Он добр и справедлив, его уважают друзья. Мать и ее рассказы об отце - и есть вся его семья. Однажды он узнает, что за океаном, в огромном английском поместье живет старый граф, в доме которого есть такой же портрет молодого офицера, как и на столе у его матери…",Россия,2003,"детский фильм, сказка, экранизация"
141,Грех,"Отслужив армию, Виктор Завьялов едет в деревню навестить могилу своего погибшего друга Сергея Синцова. В деревне Виктор знакомится с его матерью Верой Сергеевной и влюбляется в нее, несмотря на большую разницу в возрасте. Отношения Виктора и Веры Сергеевны вызывают яростное осуждение родни и односельсельчан. Виктор вынужден уехать из деревни в Петербург, где встречает свою бывшую невесту Вику. Виктор пытается забыть Веру Сергеевну, но не может...",Россия,2007,"драма, мелодрама"
142,Вдовий пароход,"Фильм по одноименной повести И.Грековой.Счастливый брак Анфисы в одночасье переворачивает известие о начале войны. Она провожает мужа на фронт, чтобы прожить свою, нефронтовую, и, быть может, более страшную войну.Этой другой войны нет на кадрах ни одной советской хроники, она осталась скрыта от чужих глаз за дверями коммунальной квартиры.Здесь живут одни вдовы. У каждой своя комната, свой стол на кухне, свой таз в углу, свои странности  и своя искалеченная судьба.Ада, бывшая опереточная певица, вычурно яркая пенсионерка сорока лет, свою жизнь точнее других характеризует сама: «Любви не было. Мужчины и аборты».Флерова, барыня-аристократка с музыкальным образованием стала «существом без пола и возраста с хромотой, сединой и палочкой».Третья, грубая и скандальная Панька, днем и ночью радеет за справедливый раздел общей площади. У неё единственной есть мужчина. Инвалид. Он не говорит и ничего не понимает – зато улыбается и никуда не уйдет.Последняя соседка, набожная Капа, озабочена лишь тем, как посмаковать чужие неудачи и боль.Когда в одной из них прорывается вопль,  ответом становится равнодушие и злость –  всё человеческое высосал страшный, неженский путь. Остаётся только забиться в свою комнату-каюту на «Вдовьем пароходе», завести пластинку с «Веселой вдовой» и ждать Великой Победы…",Россия,2010,драма
143,28 панфиловцев,"Осенью 1941-го года немецкие части, стоявшие возле Волоколамска, отделяло от Москвы каких-нибудь два часа по шоссе. Однако, на этом шоссе стояла 316-я стрелковая дивизия под командованием генерал-майора И. В. Панфилова. Этот военачальник обладал настолько высоким авторитетом среди личного состава, что бойцы дивизии сами называли себя панфиловцами. А дивизию — панфиловской.","Казахстан, Россия",2016,"военный фильм, драма"
144,Я остаюсь,"Философская трагикомедия.Многие подозревают, что после смерти жизнь не заканчивается. Доктор Тырса, человек практичный и скептически настроенный по отношению ко всему, в такую ерунду никогда не верил. Пока по вине неловко брошенного шара для боулинга не оказался на пустынной равнине вместе с такими же, как он — людьми уже не принадлежащими этому миру, но ещё и не принятыми в мир иной. Тут-то и понял Виктор Павлович Тырса, что жизнь, которой он жил до сих пор не так уж и плоха, и ему есть, зачем к ней возвращаться.",Россия,2006,трагикомедия
145,Без границ,"Фильм о настоящей любви: яркой и страстной, зрелой и беспощадной, наивной и нелепой, счастливой и не очень. Истории героев сплетаются в одну большую романтическую комедию о том, что настоящая любовь не знает ни границ, ни законов, ни национальностей!",Россия,2015,"комедия, мелодрама"
146,Околофутбола,"Фильм о самой закрытой части футбольных болельщиков - околофутбольных хулиганах. Они - самые агрессивные и жестокие представители мира футбольных фанатов. Они - элита околофутбола. Кем бы они ни были в обычной жизни - студентами или банкирами, музыкантами или автомеханиками, на самом деле все они - одна ""фирма"". Попасть в ""фирму"" очень сложно, но если ты в ней оказался - это на всю жизнь. И обратного пути нет.Фильм основан на реальных событиях.",Россия,2013,"социальная драма, спортивный фильм"
147,Некрасивая подружка - 19. Головоломка,"Добрый знакомый Тони – психиатр Хильков, отбывающий тюремный срок за убийство, получает от неизвестного доброжелателя пазлы. Он коротает время, складывая одну картинку за другой. А тем временем таинственный маньяк убивает людей – и сюжеты убийств один в один повторяют сказочные образы из пазлов. Тоня понимает, что убийца как-то связан с Хильковым – возможно, лечился у него... но тот наотрез отказывается называть имена своих пациентов.",Россия,2023,"детектив, мелодрама"
148,Эксперт,"Андрей работает экспертом по безопасности, ведет свободный холостой образ жизни и оптимистично смотрит в будущее. Но однажды спокойная и размеренная жизнь Андрея рушится раз и навсегда - ему вменяют обвинение в ограблении крупного банка, к чьей системе безопасности он имел отношение. Следствие оказывается коротким и не в пользу Андрея: он оказывается за решеткой.Чтобы доказать свою невиновность, Андрей должен найти настоящих зачинщиков ограбления, а для этого ему необходимо оказаться на свободе. Бывший эксперт по безопасности принимает решение совершить побег в компании с уголовником...",Россия,2017,"криминальный фильм, мелодрама"
149,Тёмная сторона света,"Капитан юстиции Любовь Сторожева сталкивается со сложной загадкой. Убита женщина, почерк указывает на причастность маньяка, хорошо знакомого органам. Вот только тот уже давно сидит за решёткой. Был ли осуждён невиновный? Или новый преступник маскирует следы, стараясь пустить следствие по ложному пути? Пока Люба разбирается с тайнами погибшей, рушится её собственная семейная жизнь. Отдавая себя работе и детям, следователь не замечает, что её муж заводит интрижку на стороне. Зато это видит давний ухажёр Любы, майор Пошивалов, гроза женских сердец и преступного мира.",Россия,2018,"детектив, мелодрама"
150,Дорога на Берлин,По мотивам повести Эммануила Казакевича «Двое в степи» и военных дневников Константина Симонова.Лето 1942 года. 20-летний офицер связи Огарков получает задание: доставить особо важное поручение. По неопытности юный лейтенант проваливает его и по законам военного времени приговаривается к расстрелу. До окончательного вынесения приговора Огаркова отдают под надзор прямолинейного солдата Джурабаева. Но неожиданная атака немцев вынуждает обоих с боями выбираться из окружения. Так с каждым днем их вражда постепенно перерастает в дружбу…,Россия,2015,"военный фильм, драма, экранизация"
151,Кукушка,"""Кукушка"" - так русские солдаты называли финских снайперов. Сентябрь 1944 года. На хутор к саами Анни попадают финский снайпер Вейко и капитан Советской армии Иван. Солдаты враждующих армий еще на знают, что Финляндия заключила перемирие и вышла из войны. Но для Анни они не враги. Для нее они просто мужчины... И все трое говорят на разных языках...",Россия,2002,"военный фильм, драма, комедия, трагикомедия"
152,Солдатик,"Фильм основан на реальных событиях. История о волнующих и героических событиях, произошедших в жизни самого маленького солдата – героя Великой Отечественной Войны, шестилетнего Сережи Шишкина. Он потерял всех своих родных, попал в действующую армию. С шестилетним мальчиком затеяли игру в солдатика, чтобы сохранить ему детство. а он, чтобы соответствовать этому почетному званию, стал настоящим защитником Родины. Серьезная фронтовая судьба, но мальчишка и на войне остается мальчишкой. Как и все дети, он бывает озорной, иногда проказничает, порой наивный и трогательный и в то же время, этот маленький солдат может дать урок мужества, патриотизма и стойкости любому взрослому человеку.",Россия,2018,"военный фильм, драма"
153,Три в одном,"Инга Хвостикова – лучшая сотрудница агентства расставаний ""Чао-Какао"" – становится свидетельницей бурного скандала, в разгар которого уличённый в измене мужчина падает замертво. Произошедшее выглядит как банальный несчастный случай – смерть от инфаркта. И только Инга сомневается в поспешных выводах следствия. Она почти уверена, что её присутствие на месте убийства вовсе не случайность, а часть преступного плана.",Россия,2017,детектив
154,Небо,"Основано на реальных событиях.В центре истории два главных героя – подполковник Сошников и капитан Муравьев. Два разных характера, две разных судьбы, которым суждено будет сойтись на военной базе Хмеймим.Во время боевого вылета самолёт Сошникова был сбит турецким истребителем. Это событие освещали все мировые СМИ, а за ходом спасательной операции следила вся Россия. Олег Сошников и штурман Константин Муравьев успели катапультироваться, но только одному из воинов суждено было вернуться домой живым.",Россия,2021,"военный фильм, драма"
155,Благословите женщину,"По мотивам повести Ирины Грековой (Елена Вентцель) «Хозяйка гостиницы».Действие фильма разворачивается в небольшом приморском поселке в предвоенные годы. Молодая девушка безумно влюбляется в приезжего военного и уезжает с ним к месту его службы. Через тяготы армейского быта, военное лихолетье проносит она свое чувство к немолодому мужу, отдавая себя без остатка. Фильм о самоотверженной любви и верности, о великом и пронзительном чувстве, которое дается избранным.",Россия,2003,"драма, экранизация"
156,Шугалей,"Российские социологи, Максим Шугалей и его спутник и переводчик Самер Суэйфан, отправляются в страну, разрываемую на части воинствующими группировками, по официальному приглашению. Их задача — проведение исследования, которое должно было бы положить конец боевым действиям. Однако в ходе работы в их руки попадает информация, которая может дорого стоить «марионеточному» правительству и не должна просочиться за пределы Ливии. В результате похищения русские специалисты оказываются в частной тюрьме и больше года, переживая пытки и унижения, ждут хотя бы официального обвинения. Дипломатические попытки мирно решить вопрос заходят в тупик, и российская сторона начинает готовить спасательную операцию.","Россия, Тунис",2020,"детектив, приключения"
157,Кентавр,"Лиза работает по ночам, поездка на такси для нее - минута столь желанного спокойствия. Водитель Саша внушает доверие, он знает подход к самому взыскательному клиенту. В огнях большого города много неожиданных поворотов, за каждым из которых кроется страшная угроза. И, возможно, главная опасность ближе, чем кажется.",Россия,2023,"драма, триллер"
158,Три в одном-3,"В агентство расставаний и встреч ""Новая жизнь"" обращается женщина, которая мечтает разорвать отношения с мужем, но боится последствий – семейные ссоры уже не раз заканчивались рукоприкладством. И хотя клиентка внезапно меняет свое решение и отказывается от услуг агентства, Инга уверена, что женщина по-прежнему нуждается в помощи. Уверенность Инги только растет, когда клиентка перестает выходить на связь...",Россия,2018,детектив
159,Жги!,"Алевтина Романова служит надсмотрщицей в женской колонии. Из образа строгой надзирательницы выбивается лишь одно – ее голос, которому позавидовала бы самая знатная оперная звезда. Правда, таланта своего она стесняется с самого детства и теперь лишь изредка, когда никого нет рядом,  поет для самой себя. Но как бы Ромашка, как ее шутливо называют друзья, ни старалась оставаться незаметной, одна из заключенных тайно записывает ее на телефон и выкладывает видео в интернет. Запись становится сенсацией, и Алевтину приглашают в Москву на главное песенное шоу страны. В героине просыпается искреннее желание изменить свою жизнь, но она совершенно не готова к конкурсу. Единственным человеком, способным помочь подготовиться к выступлению и найти свой голос, становится та самая заключенная, в прошлом – певица.",Россия,2017,драма
160,Первая попытка,"По одноименной повести Виктории Токаревой «Первая попытка».Мара Александрова - женщина со сложным характером и такой же непростой судьбой. Своё имя она получила в честь тигрицы, видимо, это и определило всю ее дальнейшую жизнь. Она отчаянно борется за каждый наступающий день.Один за другим в ее жизни меняются мужчины. Получив от нее определенную поддержку: моральную, финансовую -  сразу же покидают. Это ожесточает ее. Мара готова абсолютно на все, чтобы доказать окружающим: в моей жизни все хорошо, я счастлива!После первого неудачного брака она знакомится с тихим, полюбившим ее беззаветно врачом Димочкой. Она всегда воспринимала его как данность, ни мало не заботясь о том, как задевают, как глубоко его ранят ее увлечения другими мужчинами, подчеркнуто наплевательское отношение.В своём бесконечном поиске счастья Мара цинична, расчетлива, часто нечестна. Для нее цель оправдывает  средства. Поэтому она идет напролом, не осознавая, что летит на пламя, как мотылек-однодневка, переступая через сотрудников, подругу и любящего ее человека.Друзья сравнивают Мару со свечой: сначала горит ярко, а потом чадить будет и воском капать.Так и происходит с амбициозной женщиной. В ее жизни было все: успех, богатство, красивые мужчины. Но вот ей 45, и все резко меняется: одинока, без гроша за душой и смертельно больна…Сможет ли сильная духом Мара пройти и через это испытание, найти любовь и вернуться к жизни или это последняя тщетная попытка?",Россия,2009,мелодрама
